city,temperature,rain,wind,humidity,claim_count_30d,avg_claim_amount,time_since_last_claim_hr,location_mismatch_score,speed_jump_kmh,accel_flatline_pct,risk_level,is_anomaly
Delhi,36.1,0.0,14.3,35.0,2,151.58,391.9,20.3,58.8,19.9,LOW,0
Kolkata,31.0,0.0,11.4,63.2,1,109.61,310.8,5.6,74.6,14.6,LOW,0
Hyderabad,30.9,0.0,8.2,69.3,0,133.49,532.6,13.0,5.9,5.8,LOW,0
Kolkata,29.1,39.8,9.5,69.1,2,230.81,246.8,16.8,15.0,18.7,MODERATE,0
Pune,31.7,48.2,8.8,78.8,6,485.26,23.1,51.4,589.7,63.7,MODERATE,1
Delhi,36.8,0.0,11.9,53.2,2,165.38,52.5,13.2,70.9,25.1,LOW,0
Delhi,35.3,0.0,5.1,31.4,3,92.58,550.2,16.0,9.6,14.5,LOW,0
Hyderabad,31.1,1.5,4.5,87.1,3,72.03,526.0,3.9,68.0,21.8,LOW,0
Chennai,29.8,0.0,3.5,51.4,3,162.27,638.5,13.2,41.4,17.3,LOW,0
Bengaluru,37.3,0.0,6.8,57.2,0,174.16,524.4,14.2,59.1,4.2,LOW,0
Delhi,40.0,0.0,6.4,75.5,3,192.25,93.6,0.8,44.8,20.8,LOW,0
Kolkata,31.2,0.0,4.6,69.7,12,347.41,11.3,44.3,770.2,68.9,LOW,1
Lucknow,34.9,9.4,1.1,89.0,12,384.91,22.5,72.5,492.8,65.6,LOW,1
Ahmedabad,29.2,0.0,1.6,63.5,3,65.74,444.2,4.1,58.9,9.0,LOW,0
Mumbai,28.5,0.0,9.1,67.5,0,213.07,643.0,13.0,45.2,20.1,LOW,0
Jaipur,37.8,5.0,3.3,91.4,3,207.59,608.9,16.2,27.1,14.1,MODERATE,0
Pune,26.8,0.6,1.6,93.1,0,236.53,464.2,7.2,51.1,8.6,LOW,0
Kolkata,22.4,0.0,5.6,55.8,3,240.93,444.1,23.3,16.3,4.4,LOW,0
Pune,28.0,0.8,3.2,71.4,7,351.39,1.5,53.4,186.7,64.1,LOW,1
Bengaluru,19.4,0.0,3.1,73.0,7,376.23,10.5,83.7,443.6,94.3,LOW,1
Delhi,34.4,0.0,2.1,43.2,1,225.31,134.2,11.4,48.5,20.8,LOW,0
Bengaluru,18.1,32.7,2.6,84.7,3,216.43,367.8,3.0,1.1,9.1,LOW,0
Jaipur,39.0,0.0,5.5,57.5,3,77.27,160.9,1.4,15.9,0.3,LOW,0
Jaipur,31.7,0.0,3.7,56.1,1,137.15,180.1,9.7,33.3,22.4,LOW,0
Lucknow,37.9,31.1,4.4,74.3,3,164.24,598.6,6.9,6.0,21.2,MODERATE,0
Delhi,38.8,0.0,8.4,61.2,2,206.34,552.3,12.0,3.6,9.3,LOW,0
Jaipur,38.5,0.0,10.1,77.0,0,186.12,108.4,2.8,32.9,19.4,LOW,0
Pune,32.6,0.0,3.7,47.7,0,114.83,704.3,0.9,35.6,3.4,LOW,0
Pune,37.8,3.4,7.5,65.3,1,170.6,63.8,22.3,42.4,20.1,MODERATE,0
Kolkata,29.6,19.0,8.2,75.2,1,170.83,675.3,5.9,6.8,7.8,LOW,0
Delhi,36.2,38.2,8.7,89.7,2,173.1,548.6,11.2,24.8,14.5,MODERATE,0
Delhi,42.1,17.4,2.2,82.4,1,104.63,169.8,11.4,72.7,3.1,MODERATE,0
Mumbai,30.2,0.0,8.9,31.6,0,68.47,493.1,1.4,53.8,25.3,LOW,0
Hyderabad,36.8,0.0,0.7,82.9,0,91.24,197.9,8.4,47.1,13.6,LOW,0
Delhi,43.2,0.0,5.0,71.7,1,125.64,576.6,21.9,68.1,23.3,LOW,0
Ahmedabad,35.0,0.0,7.8,43.9,2,144.32,518.8,11.0,9.0,21.2,LOW,0
Bengaluru,23.6,0.0,3.5,65.3,3,239.73,142.2,24.1,1.2,14.4,LOW,0
Bengaluru,26.0,3.5,6.7,75.9,0,99.99,448.2,14.6,29.6,14.6,LOW,0
Kolkata,35.9,0.0,4.2,53.5,2,195.94,60.2,22.1,69.0,13.3,LOW,0
Pune,28.4,0.0,2.6,73.0,9,463.25,23.7,63.3,180.8,92.0,LOW,1
Kolkata,30.7,29.6,7.5,70.9,1,182.67,308.1,7.0,58.5,7.3,MODERATE,0
Pune,22.7,0.0,5.8,59.0,3,71.57,206.6,21.0,2.6,15.6,LOW,0
Mumbai,28.8,0.0,15.9,50.2,0,157.8,224.4,3.0,56.3,19.3,LOW,0
Pune,37.1,8.0,6.3,72.9,1,214.76,95.8,23.6,63.6,5.4,MODERATE,0
Lucknow,36.7,0.0,9.4,76.6,1,122.64,60.4,17.1,34.9,5.8,LOW,0
Hyderabad,29.5,21.5,5.7,75.8,12,358.94,1.0,53.4,371.3,99.6,LOW,1
Ahmedabad,25.7,0.0,6.0,35.4,0,120.15,551.4,14.6,55.1,17.0,LOW,0
Pune,29.1,0.0,2.2,62.6,2,81.53,145.1,19.0,1.3,16.7,LOW,0
Bengaluru,24.7,0.0,4.2,49.0,1,160.26,274.2,3.1,47.1,15.8,LOW,0
Ahmedabad,44.0,0.0,4.3,56.3,0,70.35,58.2,0.1,26.2,19.8,LOW,0
Mumbai,26.8,0.0,5.2,60.3,3,208.17,582.9,17.9,16.3,7.4,LOW,0
Lucknow,31.1,12.4,1.5,91.2,8,302.79,16.1,61.9,547.5,87.8,LOW,1
Pune,29.9,47.7,9.1,67.9,6,379.62,1.6,60.1,784.4,94.9,MODERATE,1
Kolkata,33.2,70.1,7.7,88.3,3,188.64,73.4,4.7,61.7,25.2,ELEVATED,0
Delhi,36.3,0.0,6.4,54.8,1,92.97,52.1,5.0,14.3,10.1,LOW,0
Delhi,16.5,0.0,9.6,56.0,2,126.28,78.7,4.3,4.7,3.2,LOW,0
Jaipur,29.1,0.0,9.0,53.7,1,135.73,112.2,14.2,31.9,8.5,LOW,0
Ahmedabad,22.1,0.0,1.7,57.6,2,52.49,636.3,1.1,58.5,26.2,LOW,0
Mumbai,35.1,76.5,9.4,63.4,2,228.43,351.4,13.2,80.0,25.3,ELEVATED,0
Hyderabad,37.9,0.0,8.0,53.1,9,437.85,15.0,72.3,454.7,71.8,LOW,1
Ahmedabad,28.2,0.0,10.2,60.9,1,162.48,490.9,17.6,23.3,14.1,LOW,0
Kolkata,28.1,25.9,7.6,63.9,0,149.81,672.3,14.6,43.1,13.6,LOW,0
Hyderabad,33.0,0.0,7.4,54.5,2,140.44,116.9,1.2,62.0,17.1,LOW,0
Jaipur,36.4,0.0,3.6,50.3,10,300.32,21.0,41.8,613.3,61.9,LOW,1
Jaipur,33.1,10.2,2.2,61.0,0,158.59,205.0,14.7,20.9,29.5,LOW,0
Bengaluru,30.6,29.7,8.3,87.8,0,89.56,611.0,5.1,59.4,20.6,MODERATE,0
Ahmedabad,41.2,0.0,3.1,50.1,3,242.81,90.5,0.6,4.5,1.6,LOW,0
Ahmedabad,41.7,0.0,8.5,48.7,0,99.59,669.7,23.3,57.6,23.0,LOW,0
Kolkata,31.4,0.0,6.2,50.1,3,161.12,142.4,7.9,34.0,9.3,LOW,0
Pune,30.9,0.0,6.7,51.0,3,107.59,153.1,16.3,57.0,20.6,LOW,0
Chennai,32.2,10.7,3.7,67.7,2,81.35,320.8,13.4,1.8,13.3,LOW,0
Hyderabad,40.3,0.0,0.0,52.4,0,158.27,249.4,3.4,71.0,14.1,LOW,0
Bengaluru,35.0,0.0,7.6,42.2,3,210.51,612.6,2.9,77.5,28.8,LOW,0
Bengaluru,21.1,0.0,0.3,56.8,0,182.83,315.9,24.1,54.7,23.8,LOW,0
Kolkata,30.9,6.8,3.5,79.1,2,103.72,623.3,1.7,54.2,5.2,LOW,0
Chennai,30.1,13.1,4.9,75.7,0,152.62,490.8,21.2,0.8,12.1,LOW,0
Chennai,32.5,0.0,5.2,99.8,3,140.31,308.0,17.2,20.0,19.2,LOW,0
Hyderabad,28.2,0.0,0.7,65.6,1,241.67,92.0,0.4,12.9,29.9,LOW,0
Jaipur,37.6,0.0,8.5,49.5,1,94.3,48.2,10.2,23.1,24.3,LOW,0
Delhi,36.0,0.0,8.0,39.5,3,103.01,397.2,11.2,35.2,2.7,LOW,0
Lucknow,29.9,0.0,2.2,60.3,0,145.79,648.3,9.9,76.3,14.6,LOW,0
Delhi,33.2,0.0,5.7,78.9,2,180.75,41.7,1.6,17.7,15.4,MODERATE,0
Kolkata,27.5,0.0,4.7,41.2,6,367.38,14.5,58.9,206.5,68.9,LOW,1
Mumbai,30.7,0.0,8.1,41.5,1,114.6,189.1,6.6,40.4,22.3,LOW,0
Pune,30.6,0.0,4.1,66.7,1,219.31,68.5,0.8,20.7,27.0,LOW,0
Hyderabad,38.4,9.8,1.6,84.9,3,92.75,481.5,10.6,12.2,24.2,MODERATE,0
Ahmedabad,26.0,0.0,2.4,46.3,10,357.51,4.7,56.9,301.6,89.4,LOW,1
Jaipur,27.5,0.0,8.3,50.1,0,133.53,536.7,2.8,64.5,7.6,LOW,0
Hyderabad,35.7,0.0,2.6,51.8,0,219.29,365.4,0.9,42.8,21.1,LOW,0
Lucknow,31.4,0.0,2.3,68.2,0,181.77,418.2,11.8,39.7,22.0,LOW,0
Chennai,32.0,0.0,4.6,83.0,3,130.71,119.3,12.7,10.1,14.3,LOW,0
Delhi,23.2,12.0,5.7,70.0,0,58.1,109.5,5.1,32.2,25.4,LOW,0
Bengaluru,26.0,0.0,4.2,50.0,3,248.56,112.5,1.8,70.3,9.1,LOW,0
Pune,31.1,23.4,8.5,65.1,3,234.04,58.2,14.3,68.3,7.3,MODERATE,0
Jaipur,35.3,0.0,2.9,48.8,0,55.8,504.1,12.0,9.9,6.4,LOW,0
Delhi,30.8,0.0,6.7,62.6,3,52.55,507.9,10.4,45.2,19.5,LOW,0
Kolkata,36.5,3.1,8.6,81.4,2,116.6,284.0,5.4,46.8,13.3,MODERATE,0
Bengaluru,28.4,0.2,7.5,78.7,3,104.49,602.9,24.5,39.5,0.3,LOW,0
Jaipur,31.0,0.0,7.0,30.8,1,206.1,549.8,15.2,50.1,19.1,LOW,0
Ahmedabad,30.3,19.6,4.1,97.9,14,307.64,15.1,89.7,252.4,83.8,MODERATE,1
Kolkata,35.4,3.4,6.9,99.4,11,421.89,15.8,45.3,730.8,75.6,MODERATE,1
Mumbai,31.0,0.0,5.9,44.8,0,99.15,425.6,6.9,65.9,0.2,LOW,0
Kolkata,32.8,24.8,7.0,72.4,2,153.9,337.6,0.3,44.5,19.8,LOW,0
Chennai,28.9,27.9,7.4,91.6,0,135.92,409.8,8.2,57.6,19.3,MODERATE,0
Jaipur,42.7,0.0,11.2,61.7,0,141.73,471.1,17.0,44.7,18.7,LOW,0
Chennai,33.2,0.0,9.6,79.0,0,130.46,136.5,3.0,60.9,27.8,LOW,0
Bengaluru,27.1,41.9,4.6,81.2,2,72.57,395.3,2.5,69.8,15.2,MODERATE,0
Ahmedabad,27.7,0.0,2.2,67.7,0,128.35,425.7,17.6,50.7,29.5,LOW,0
Ahmedabad,27.8,0.0,0.0,53.4,3,240.62,383.6,20.5,43.8,1.2,LOW,0
Ahmedabad,40.0,0.0,5.3,46.4,2,238.85,589.0,18.5,59.0,5.3,LOW,0
Pune,30.1,3.1,0.0,83.7,1,182.02,605.9,18.0,41.9,1.4,LOW,0
Bengaluru,25.6,0.0,1.7,69.0,0,175.01,618.4,20.1,3.3,11.4,LOW,0
Mumbai,32.7,0.0,5.4,53.4,3,237.31,287.2,14.4,63.4,9.7,LOW,0
Lucknow,30.4,0.0,0.7,51.3,3,238.66,391.3,13.5,36.9,9.8,LOW,0
Ahmedabad,37.8,0.0,5.1,80.1,0,228.6,524.5,14.6,55.1,28.2,LOW,0
Bengaluru,31.3,0.0,2.5,65.5,1,145.02,576.1,9.0,75.1,16.0,LOW,0
Lucknow,33.1,0.0,5.7,33.8,0,216.83,570.0,4.6,50.7,24.5,LOW,0
Hyderabad,33.8,0.0,3.8,74.7,0,71.65,673.6,8.3,17.5,14.9,LOW,0
Lucknow,31.7,0.0,4.8,43.0,3,204.13,456.8,15.0,43.7,17.7,LOW,0
Ahmedabad,34.7,0.0,3.7,49.4,0,50.01,687.9,20.4,72.3,0.5,LOW,0
Hyderabad,33.7,35.3,7.7,65.7,1,239.13,332.3,15.0,38.1,28.0,MODERATE,0
Chennai,34.5,0.0,4.5,38.9,0,62.86,304.0,0.6,26.4,16.1,LOW,0
Delhi,40.6,0.0,4.0,26.9,3,229.89,669.4,10.1,71.2,11.5,LOW,0
Jaipur,30.4,16.0,9.2,84.5,2,187.99,257.0,17.4,55.9,21.1,LOW,0
Chennai,32.1,10.9,2.4,95.1,2,99.71,235.7,19.3,26.2,7.3,MODERATE,0
Delhi,41.0,0.0,3.8,43.0,2,109.29,219.0,3.7,23.1,9.3,LOW,0
Chennai,30.7,58.2,9.2,80.4,3,65.96,314.9,23.6,57.7,2.6,MODERATE,0
Lucknow,35.1,0.0,7.0,81.9,0,159.77,398.7,14.1,75.9,27.1,LOW,0
Pune,28.9,0.0,3.6,55.2,3,203.12,367.5,22.0,31.8,8.1,LOW,0
Chennai,37.0,28.4,4.1,97.4,1,173.24,371.2,24.7,37.0,2.2,MODERATE,0
Pune,28.7,0.0,6.1,41.0,2,193.3,293.0,5.3,50.6,29.3,LOW,0
Mumbai,28.9,0.0,11.9,54.1,3,249.68,547.7,21.6,52.1,25.7,LOW,0
Lucknow,36.2,0.0,2.4,56.5,1,220.87,502.0,13.0,66.4,12.6,LOW,0
Ahmedabad,39.7,0.0,6.6,42.6,1,60.01,632.0,1.9,19.7,20.9,MODERATE,0
Mumbai,34.4,84.5,12.5,86.6,0,239.82,719.0,5.9,58.2,11.3,ELEVATED,1
Jaipur,36.4,0.0,11.7,26.2,2,161.98,233.4,4.2,32.6,7.0,LOW,0
Chennai,33.4,42.3,5.2,87.6,1,102.88,391.2,12.9,73.9,16.5,MODERATE,0
Bengaluru,25.3,64.6,5.3,96.3,3,109.27,529.0,5.7,0.1,21.5,MODERATE,0
Pune,29.0,0.0,3.9,47.7,1,76.94,129.0,19.8,71.0,8.5,LOW,0
Ahmedabad,34.9,0.0,6.9,59.4,1,182.36,336.0,11.2,36.6,7.8,LOW,0
Delhi,30.2,0.0,9.0,68.7,0,91.4,663.1,20.4,78.3,26.4,LOW,0
Jaipur,43.9,0.0,4.0,49.8,12,386.52,12.6,78.3,342.4,88.4,LOW,1
Pune,31.1,0.0,8.6,82.4,11,411.37,22.4,62.7,451.4,63.5,LOW,1
Mumbai,32.3,120.0,6.5,74.8,0,87.8,350.7,18.0,42.4,11.9,ELEVATED,1
Lucknow,35.6,0.0,4.0,44.5,3,68.89,712.3,23.7,6.3,28.0,LOW,0
Delhi,45.8,0.0,9.0,46.8,1,116.83,98.7,3.6,2.7,14.1,LOW,0
Ahmedabad,38.5,0.0,3.3,60.2,0,71.38,375.3,17.4,46.9,25.0,LOW,0
Ahmedabad,29.4,0.0,6.5,69.2,2,130.43,95.3,1.5,4.1,11.4,LOW,0
Pune,26.8,3.7,6.5,78.6,2,76.79,680.9,20.1,14.5,12.2,LOW,0
Pune,32.8,0.0,8.5,63.9,2,125.1,370.4,8.6,19.4,12.0,LOW,0
Jaipur,43.9,0.0,7.3,28.1,3,148.7,166.9,18.4,56.0,7.4,LOW,0
Kolkata,32.7,0.0,8.4,44.8,2,144.18,662.8,9.7,45.0,24.1,LOW,0
Pune,25.5,0.0,8.1,65.3,1,137.56,39.1,12.1,40.1,9.6,LOW,0
Kolkata,37.0,0.0,2.8,84.3,2,152.26,688.3,12.0,55.9,27.7,MODERATE,0
Lucknow,32.3,0.0,4.8,50.9,0,198.92,57.1,5.5,56.5,23.5,LOW,0
Delhi,47.9,0.0,6.5,34.0,3,63.75,377.1,8.2,40.7,0.7,LOW,0
Jaipur,34.7,0.0,8.6,48.3,2,219.31,321.1,13.8,18.5,22.3,LOW,0
Bengaluru,30.3,31.4,6.9,73.1,1,238.33,626.1,12.5,11.3,6.5,MODERATE,0
Bengaluru,24.6,0.0,2.8,37.0,3,175.82,575.9,3.3,41.5,23.4,LOW,0
Ahmedabad,34.5,0.0,6.6,52.6,1,135.71,529.7,12.8,49.8,11.9,LOW,0
Ahmedabad,30.4,0.0,0.0,60.8,1,111.36,49.1,23.3,27.6,3.2,LOW,0
Delhi,38.3,0.0,10.3,52.1,14,415.1,22.3,48.8,781.1,97.9,LOW,1
Mumbai,35.2,56.3,6.5,77.9,1,85.13,317.3,19.8,37.2,16.1,MODERATE,0
Kolkata,30.6,70.9,4.6,79.0,7,453.68,3.1,52.7,476.4,60.8,MODERATE,1
Jaipur,37.8,6.7,11.4,88.4,0,132.95,671.5,19.6,16.0,3.9,MODERATE,0
Jaipur,43.5,0.0,7.9,43.0,3,66.64,228.2,21.9,61.2,0.7,LOW,0
Lucknow,26.0,0.0,0.1,64.7,2,246.0,638.0,14.4,31.8,10.9,LOW,0
Mumbai,34.7,120.0,7.4,76.5,3,249.29,571.9,10.2,65.9,20.4,ELEVATED,1
Bengaluru,34.9,0.0,5.6,29.9,0,219.81,387.0,23.3,64.5,20.8,LOW,0
Jaipur,26.8,3.4,10.6,71.6,1,91.97,441.0,2.2,4.7,11.2,LOW,0
Bengaluru,30.0,0.0,9.8,61.1,2,184.68,644.3,20.1,14.7,8.9,LOW,0
Ahmedabad,40.0,0.0,7.6,58.5,3,222.44,540.9,10.4,37.9,12.3,LOW,0
Lucknow,32.0,0.0,6.2,43.0,1,239.57,279.5,22.7,24.4,16.3,LOW,0
Bengaluru,34.4,0.0,9.4,53.6,0,205.28,240.7,14.2,78.5,26.9,LOW,0
Kolkata,30.7,0.0,3.1,59.3,0,65.95,606.6,2.0,7.3,12.8,LOW,0
Hyderabad,34.3,0.0,0.0,79.7,3,209.43,332.2,8.0,57.9,24.0,LOW,0
Jaipur,37.9,0.0,2.7,89.4,3,197.52,441.4,4.4,24.3,10.1,LOW,0
Lucknow,32.6,12.0,1.9,63.0,3,137.78,687.4,15.2,17.6,14.4,LOW,0
Kolkata,23.3,0.0,4.4,52.7,3,191.63,327.1,6.3,55.0,22.3,LOW,0
Mumbai,33.2,80.3,4.5,81.0,3,202.59,513.6,14.9,39.2,1.0,ELEVATED,1
Ahmedabad,35.6,0.0,3.6,58.6,0,150.93,703.0,15.4,74.9,28.8,LOW,0
Delhi,34.1,0.0,7.8,50.4,3,143.86,105.2,9.2,2.0,19.3,LOW,0
Jaipur,34.0,0.0,11.1,63.3,0,87.55,595.6,22.9,43.0,21.8,LOW,0
Kolkata,25.2,31.8,7.3,93.5,2,213.68,713.3,4.8,6.9,10.1,MODERATE,0
Delhi,30.8,0.0,4.0,71.2,2,203.39,313.6,0.4,49.4,1.9,LOW,0
Bengaluru,22.7,16.7,8.2,61.1,3,83.63,700.6,15.4,78.5,10.1,LOW,0
Pune,21.5,0.0,4.3,68.2,0,57.15,514.3,12.3,7.5,5.2,LOW,0
Mumbai,32.9,0.0,8.6,68.0,13,467.47,1.4,78.8,432.6,68.0,LOW,1
Ahmedabad,33.5,0.2,11.6,83.9,3,111.49,224.4,22.9,69.4,11.1,LOW,0
Hyderabad,36.7,0.0,6.0,51.2,2,145.5,368.2,12.2,43.1,7.7,LOW,0
Pune,31.2,0.0,4.4,80.5,3,153.76,47.4,16.9,32.4,13.4,LOW,0
Ahmedabad,43.3,8.6,0.0,71.6,7,437.93,11.8,66.4,440.1,76.4,LOW,1
Lucknow,25.2,0.0,0.0,69.4,2,134.57,154.6,0.5,41.6,20.4,LOW,0
Hyderabad,37.8,5.3,6.4,64.5,1,135.48,693.5,18.1,51.6,21.9,LOW,0
Chennai,36.6,0.0,7.1,39.7,2,185.79,528.7,24.1,20.8,0.6,LOW,0
Mumbai,34.8,12.1,10.0,55.1,2,140.35,698.2,2.1,27.8,12.6,LOW,0
Jaipur,37.1,0.0,1.8,31.2,2,75.95,546.0,2.5,67.1,27.9,LOW,0
Chennai,35.0,31.0,6.6,93.0,9,360.85,12.8,82.8,752.0,63.5,MODERATE,1
Chennai,28.2,17.0,4.4,84.3,15,416.85,2.1,76.2,670.3,83.4,LOW,1
Lucknow,36.3,0.0,3.4,44.3,1,61.87,481.7,22.1,46.2,10.6,LOW,0
Chennai,31.7,0.0,6.6,65.5,3,50.87,473.1,10.4,23.8,27.4,LOW,0
Bengaluru,30.4,0.0,4.5,45.3,0,160.57,200.3,23.9,2.3,6.0,LOW,0
Kolkata,32.9,28.5,0.5,63.7,14,350.01,10.6,61.0,708.2,65.1,LOW,1
Jaipur,37.6,0.0,4.7,48.9,1,148.42,393.8,5.0,22.8,23.0,LOW,0
Jaipur,30.5,0.0,6.7,45.3,1,169.89,64.1,19.4,30.6,9.9,LOW,0
Lucknow,30.6,0.0,7.4,35.5,0,86.58,115.3,14.8,50.6,1.6,LOW,0
Hyderabad,36.2,0.0,5.9,42.8,0,53.85,598.3,3.6,24.8,17.1,LOW,0
Kolkata,31.4,0.0,9.0,47.3,0,129.99,318.6,15.7,22.9,29.1,LOW,0
Jaipur,32.6,0.0,5.7,49.3,1,85.35,626.0,14.1,76.0,2.2,LOW,0
Hyderabad,32.0,0.0,4.7,39.1,3,199.15,166.9,7.3,27.7,22.4,LOW,0
Kolkata,29.3,0.0,12.6,38.3,2,78.83,596.6,23.3,49.9,10.3,LOW,0
Ahmedabad,41.6,0.0,2.0,51.7,1,170.04,221.7,22.0,26.2,8.7,MODERATE,0
Pune,29.4,0.0,4.9,95.5,2,154.04,508.4,23.6,14.3,3.1,LOW,0
Delhi,51.6,0.0,8.6,51.1,2,232.07,251.4,12.5,76.7,22.0,MODERATE,1
Bengaluru,32.1,1.3,7.2,82.1,1,55.12,578.5,15.0,56.9,9.1,LOW,0
Lucknow,45.3,0.0,6.3,67.3,0,226.34,469.1,1.7,20.3,24.2,LOW,0
Bengaluru,25.5,0.0,0.0,83.6,3,94.78,679.1,15.0,79.4,2.7,LOW,0
Chennai,37.4,0.0,5.6,56.5,0,50.63,691.9,14.8,65.6,24.8,LOW,0
Hyderabad,31.9,0.0,1.3,69.0,2,81.86,327.0,10.0,46.1,17.5,LOW,0
Kolkata,30.2,0.0,4.0,55.6,3,241.65,87.3,5.8,3.7,21.2,LOW,0
Jaipur,21.6,0.0,9.7,45.7,1,120.85,654.5,22.5,78.1,27.1,LOW,0
Pune,28.6,0.0,8.6,86.0,1,82.21,247.4,5.6,70.2,14.5,LOW,0
Hyderabad,28.9,39.3,9.3,85.2,1,61.34,416.4,5.3,75.9,10.1,MODERATE,0
Mumbai,28.0,0.0,6.7,59.5,0,228.17,202.5,23.3,47.5,24.0,LOW,0
Jaipur,33.9,0.0,6.4,64.9,2,129.38,235.1,17.9,4.4,14.7,LOW,0
Ahmedabad,45.2,0.0,6.1,38.0,0,236.42,523.2,19.1,13.4,12.6,LOW,0
Bengaluru,30.7,1.9,4.9,82.8,3,86.16,400.5,6.9,58.5,25.0,LOW,0
Lucknow,43.6,0.1,0.0,89.8,14,343.0,5.7,50.9,159.1,90.9,LOW,1
Delhi,39.4,0.0,11.2,52.6,3,196.33,329.9,7.4,36.5,2.1,LOW,0
Mumbai,33.9,0.0,6.3,47.9,3,138.62,139.4,24.6,7.7,17.7,LOW,0
Kolkata,35.7,32.3,3.3,93.4,0,244.5,50.1,7.1,15.6,0.3,MODERATE,0
Mumbai,28.7,87.5,10.2,69.6,3,154.89,706.7,13.8,2.0,18.1,ELEVATED,1
Kolkata,24.6,44.9,9.9,61.5,1,172.26,55.0,18.8,6.3,19.7,LOW,0
Pune,28.7,0.0,4.9,68.7,0,200.49,45.3,7.1,39.9,1.4,LOW,0
Ahmedabad,32.6,0.0,7.5,45.0,1,169.47,352.8,17.5,34.7,6.1,LOW,0
Pune,34.2,12.9,6.7,56.3,0,191.35,526.8,2.1,17.6,0.3,LOW,0
Chennai,33.1,16.6,10.4,92.0,1,131.7,266.7,19.1,7.8,10.5,MODERATE,0
Pune,32.6,0.0,5.1,48.8,3,205.28,438.8,16.1,60.6,3.5,LOW,0
Pune,25.9,0.0,6.2,66.0,2,240.93,113.5,17.4,40.5,0.8,LOW,0
Jaipur,35.3,0.0,8.6,56.0,2,145.05,618.8,11.8,69.5,8.7,LOW,0
Pune,31.1,0.0,8.3,26.7,3,139.86,223.8,2.6,61.1,15.3,LOW,0
Delhi,39.3,0.0,6.4,55.2,14,339.26,5.7,78.7,699.9,78.9,LOW,1
Mumbai,35.8,96.4,13.4,74.3,1,242.4,80.7,10.9,44.5,12.2,ELEVATED,1
Hyderabad,41.7,6.7,4.4,74.8,0,110.55,368.3,3.3,76.5,24.0,MODERATE,0
Jaipur,43.7,0.0,7.6,44.9,0,218.43,184.1,0.1,52.1,6.1,LOW,0
Mumbai,34.0,3.4,14.8,73.7,1,114.96,41.7,18.8,17.2,25.0,MODERATE,0
Lucknow,30.0,0.0,6.0,35.2,1,230.89,161.9,0.6,1.6,18.7,LOW,0
Jaipur,28.3,0.0,3.5,50.2,2,246.34,267.6,6.5,43.8,5.6,LOW,0
Jaipur,44.7,0.0,4.7,49.7,3,229.41,668.6,9.5,13.9,27.4,LOW,0
Pune,25.6,0.0,6.7,69.4,1,226.77,244.6,17.6,20.2,22.8,LOW,0
Chennai,32.0,8.4,9.6,84.6,2,187.79,145.8,14.9,66.9,22.7,MODERATE,0
Delhi,29.7,0.0,8.6,41.5,2,94.47,403.2,3.5,69.6,20.3,LOW,0
Mumbai,32.6,0.0,1.3,61.1,2,229.08,59.2,16.6,5.7,21.2,LOW,0
Chennai,29.6,62.3,7.6,90.2,1,176.09,392.8,1.7,77.5,26.6,ELEVATED,0
Ahmedabad,36.7,0.0,7.1,73.7,0,54.62,116.8,16.4,64.2,29.6,LOW,0
Lucknow,22.1,0.0,0.0,45.0,3,222.25,589.9,0.8,7.3,1.5,LOW,0
Chennai,30.0,0.0,4.8,58.7,1,110.05,393.7,10.2,21.9,3.9,LOW,0
Delhi,29.6,0.0,1.4,46.0,1,71.05,559.2,17.2,59.3,22.0,LOW,0
Delhi,39.5,0.0,6.1,53.4,2,70.82,573.4,13.3,23.4,19.7,LOW,0
Lucknow,26.9,0.0,3.1,62.9,3,199.22,166.5,9.3,50.7,0.5,LOW,0
Chennai,32.0,66.7,10.4,71.2,1,238.02,290.1,11.2,20.5,19.8,ELEVATED,0
Lucknow,31.2,4.1,4.8,82.5,0,119.35,624.2,21.4,1.8,18.3,LOW,0
Mumbai,33.9,56.6,4.0,81.6,2,202.36,253.1,13.3,4.9,6.3,MODERATE,0
Lucknow,35.4,0.0,6.3,59.3,2,106.01,214.5,4.4,26.0,6.0,LOW,0
Hyderabad,35.5,0.0,8.0,40.3,1,216.88,268.7,1.6,49.8,5.7,LOW,0
Hyderabad,37.3,0.0,6.1,83.4,0,201.07,651.6,22.9,62.1,6.8,LOW,0
Pune,31.7,0.0,2.8,49.9,3,236.37,223.0,10.7,8.2,14.8,LOW,0
Ahmedabad,32.3,0.0,1.9,36.2,0,175.55,154.0,12.8,42.3,26.3,LOW,0
Mumbai,39.9,44.1,8.2,71.3,2,122.22,617.1,13.8,57.4,26.9,MODERATE,0
Ahmedabad,27.3,0.0,8.0,49.9,2,172.46,329.1,18.2,71.6,20.2,LOW,0
Chennai,32.7,3.3,7.6,68.3,0,137.26,54.8,6.1,61.2,2.1,LOW,0
Mumbai,29.8,0.0,2.1,34.4,2,220.63,200.8,7.7,66.7,9.3,LOW,0
Pune,28.7,17.5,0.7,85.2,13,401.78,11.7,97.1,764.1,91.2,LOW,1
Bengaluru,24.6,0.0,6.1,61.1,10,303.82,17.3,78.1,246.4,90.6,LOW,1
Pune,29.2,0.0,5.6,46.0,3,81.52,434.9,18.6,73.3,25.5,LOW,0
Pune,33.5,0.0,6.9,53.1,0,222.53,297.4,0.1,21.9,17.9,LOW,0
